"Concept Id","Name","Description","Synonyms","Answers","Set Members","Class","Datatype","Changed By","Creator"
1601,"Other atypical virus infections of central nervous system","Other atypical virus infections of central nervous system","A81.89
Other atypical virus infections of central nervous system",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1602,"Atypical virus infection of central nervous system, unspecified","Atypical virus infection of central nervous system, unspecified","Atypical virus infection of central nervous system, unspecified
A81.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1603,"Sylvatic rabies","Sylvatic rabies","A82.0
Sylvatic rabies",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1604,"Urban rabies","Urban rabies","A82.1
Urban rabies",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1605,"Rabies, unspecified","Rabies, unspecified","Rabies, unspecified
A82.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1606,"Japanese encephalitis","Japanese encephalitis","A83.0
Japanese encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1607,"Western equine encephalitis","Western equine encephalitis","A83.1
Western equine encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1608,"Eastern equine encephalitis","Eastern equine encephalitis","A83.2
Eastern equine encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1609,"St Louis encephalitis","St Louis encephalitis","St Louis encephalitis
A83.3",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1610,"Australian encephalitis","Australian encephalitis","A83.4
Australian encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1611,"California encephalitis","California encephalitis","California encephalitis
A83.5",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1612,"Rocio virus disease","Rocio virus disease","A83.6
Rocio virus disease",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1613,"Other mosquito-borne viral encephalitis","Other mosquito-borne viral encephalitis","Other mosquito-borne viral encephalitis
A83.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1614,"Mosquito-borne viral encephalitis, unspecified","Mosquito-borne viral encephalitis, unspecified","A83.9
Mosquito-borne viral encephalitis, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1615,"Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]","Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]","A84.0
Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1616,"Central European tick-borne encephalitis","Central European tick-borne encephalitis","A84.1
Central European tick-borne encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1617,"Other tick-borne viral encephalitis","Other tick-borne viral encephalitis","Other tick-borne viral encephalitis
A84.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1618,"Tick-borne viral encephalitis, unspecified","Tick-borne viral encephalitis, unspecified","Tick-borne viral encephalitis, unspecified
A84.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1619,"Enteroviral encephalitis","Enteroviral encephalitis","Enteroviral encephalitis
A85.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1620,"Adenoviral encephalitis","Adenoviral encephalitis","A85.1
Adenoviral encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1621,"Arthropod-borne viral encephalitis, unspecified","Arthropod-borne viral encephalitis, unspecified","A85.2
Arthropod-borne viral encephalitis, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1622,"Other specified viral encephalitis","Other specified viral encephalitis","Other specified viral encephalitis
A85.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1623,"Unspecified viral encephalitis","Unspecified viral encephalitis","Unspecified viral encephalitis
A86",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1624,"Enteroviral meningitis","Enteroviral meningitis","A87.0
Enteroviral meningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1625,"Adenoviral meningitis","Adenoviral meningitis","A87.1
Adenoviral meningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1626,"Lymphocytic choriomeningitis","Lymphocytic choriomeningitis","A87.2
Lymphocytic choriomeningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1627,"Other viral meningitis","Other viral meningitis","A87.8
Other viral meningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1628,"Viral meningitis, unspecified","Viral meningitis, unspecified","A87.9
Viral meningitis, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1629,"Enteroviral exanthematous fever [Boston exanthem]","Enteroviral exanthematous fever [Boston exanthem]","A88.0
Enteroviral exanthematous fever [Boston exanthem]",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1630,"Epidemic vertigo","Epidemic vertigo","Epidemic vertigo
A88.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1631,"Other specified viral infections of central nervous system","Other specified viral infections of central nervous system","Other specified viral infections of central nervous system
A88.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1632,"Unspecified viral infection of central nervous system","Unspecified viral infection of central nervous system","Unspecified viral infection of central nervous system
A89",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1633,"Dengue fever [classical dengue]","Dengue fever [classical dengue]","Dengue fever [classical dengue]
A90",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1634,"Dengue hemorrhagic fever","Dengue hemorrhagic fever","A91
Dengue hemorrhagic fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1635,"Chikungunya virus disease","Chikungunya virus disease","Chikungunya virus disease
A92.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1636,"O'nyong-nyong fever","O'nyong-nyong fever","O'nyong-nyong fever
A92.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1637,"Venezuelan equine fever","Venezuelan equine fever","A92.2
Venezuelan equine fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1638,"West Nile virus infection, unspecified","West Nile virus infection, unspecified","A92.30
West Nile virus infection, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1639,"West Nile virus infection with encephalitis","West Nile virus infection with encephalitis","West Nile virus infection with encephalitis
A92.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1640,"West Nile virus infection with other neurologic manifestation","West Nile virus infection with other neurologic manifestation","West Nile virus infection with other neurologic manifestation
A92.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1641,"West Nile virus infection with other complications","West Nile virus infection with other complications","West Nile virus infection with other complications
A92.39",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1642,"Rift Valley fever","Rift Valley fever","A92.4
Rift Valley fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1643,"Other specified mosquito-borne viral fevers","Other specified mosquito-borne viral fevers","Other specified mosquito-borne viral fevers
A92.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1644,"Mosquito-borne viral fever, unspecified","Mosquito-borne viral fever, unspecified","Mosquito-borne viral fever, unspecified
A92.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1645,"Oropouche virus disease","Oropouche virus disease","A93.0
Oropouche virus disease",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1646,"Sandfly fever","Sandfly fever","A93.1
Sandfly fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1647,"Colorado tick fever","Colorado tick fever","A93.2
Colorado tick fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1648,"Other specified arthropod-borne viral fevers","Other specified arthropod-borne viral fevers","A93.8
Other specified arthropod-borne viral fevers",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1649,"Unspecified arthropod-borne viral fever","Unspecified arthropod-borne viral fever","A94
Unspecified arthropod-borne viral fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1650,"Sylvatic yellow fever","Sylvatic yellow fever","A95.0
Sylvatic yellow fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1651,"Urban yellow fever","Urban yellow fever","Urban yellow fever
A95.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1652,"Yellow fever, unspecified","Yellow fever, unspecified","A95.9
Yellow fever, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1653,"Junin hemorrhagic fever","Junin hemorrhagic fever","A96.0
Junin hemorrhagic fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1654,"Machupo hemorrhagic fever","Machupo hemorrhagic fever","Machupo hemorrhagic fever
A96.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1655,"Lassa fever","Lassa fever","Lassa fever
A96.2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1656,"Other arenaviral hemorrhagic fevers","Other arenaviral hemorrhagic fevers","Other arenaviral hemorrhagic fevers
A96.8",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1657,"Arenaviral hemorrhagic fever, unspecified","Arenaviral hemorrhagic fever, unspecified","A96.9
Arenaviral hemorrhagic fever, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1658,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever","A98.0
Crimean-Congo hemorrhagic fever",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1659,"Omsk hemorrhagic fever","Omsk hemorrhagic fever","Omsk hemorrhagic fever
A98.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1660,"Kyasanur Forest disease","Kyasanur Forest disease","A98.2
Kyasanur Forest disease",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1661,"Marburg virus disease","Marburg virus disease","Marburg virus disease
A98.3",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1662,"Ebola virus disease","Ebola virus disease","A98.4
Ebola virus disease",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1663,"Hemorrhagic fever with renal syndrome","Hemorrhagic fever with renal syndrome","A98.5
Hemorrhagic fever with renal syndrome",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1664,"Other specified viral hemorrhagic fevers","Other specified viral hemorrhagic fevers","A98.8
Other specified viral hemorrhagic fevers",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1665,"Unspecified viral hemorrhagic fever","Unspecified viral hemorrhagic fever","Unspecified viral hemorrhagic fever
A99",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1666,"Eczema herpeticum","Eczema herpeticum","Eczema herpeticum
B00.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1667,"Herpesviral vesicular dermatitis","Herpesviral vesicular dermatitis","B00.1
Herpesviral vesicular dermatitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1668,"Herpesviral gingivostomatitis and pharyngotonsillitis","Herpesviral gingivostomatitis and pharyngotonsillitis","Herpesviral gingivostomatitis and pharyngotonsillitis
B00.2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1669,"Herpesviral meningitis","Herpesviral meningitis","B00.3
Herpesviral meningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1670,"Herpesviral encephalitis","Herpesviral encephalitis","Herpesviral encephalitis
B00.4",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1671,"Herpesviral ocular disease, unspecified","Herpesviral ocular disease, unspecified","Herpesviral ocular disease, unspecified
B00.50",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1672,"Herpesviral iridocyclitis","Herpesviral iridocyclitis","B00.51
Herpesviral iridocyclitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1673,"Herpesviral keratitis","Herpesviral keratitis","B00.52
Herpesviral keratitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1674,"Herpesviral conjunctivitis","Herpesviral conjunctivitis","Herpesviral conjunctivitis
B00.53",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1675,"Other herpesviral disease of eye","Other herpesviral disease of eye","B00.59
Other herpesviral disease of eye",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1676,"Disseminated herpesviral disease","Disseminated herpesviral disease","Disseminated herpesviral disease
B00.7",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1677,"Herpesviral hepatitis","Herpesviral hepatitis","Herpesviral hepatitis
B00.81",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1678,"Herpes simplex myelitis","Herpes simplex myelitis","Herpes simplex myelitis
B00.82",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1679,"Other herpesviral infection","Other herpesviral infection","Other herpesviral infection
B00.89",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1680,"Herpesviral infection, unspecified","Herpesviral infection, unspecified","B00.9
Herpesviral infection, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1681,"Varicella meningitis","Varicella meningitis","B01.0
Varicella meningitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1682,"Varicella encephalitis and encephalomyelitis","Varicella encephalitis and encephalomyelitis","B01.11
Varicella encephalitis and encephalomyelitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1683,"Varicella myelitis","Varicella myelitis","Varicella myelitis
B01.12",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1684,"Varicella pneumonia","Varicella pneumonia","Varicella pneumonia
B01.2",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1685,"Varicella keratitis","Varicella keratitis","B01.81
Varicella keratitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1686,"Other varicella complications","Other varicella complications","B01.89
Other varicella complications",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1687,"Varicella without complication","Varicella without complication","B01.9
Varicella without complication",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1688,"Zoster encephalitis","Zoster encephalitis","Zoster encephalitis
B02.0",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1689,"Zoster meningitis","Zoster meningitis","Zoster meningitis
B02.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1690,"Postherpetic geniculate ganglionitis","Postherpetic geniculate ganglionitis","Postherpetic geniculate ganglionitis
B02.21",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1691,"Postherpetic trigeminal neuralgia","Postherpetic trigeminal neuralgia","B02.22
Postherpetic trigeminal neuralgia",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1692,"Postherpetic polyneuropathy","Postherpetic polyneuropathy","Postherpetic polyneuropathy
B02.23",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1693,"Postherpetic myelitis","Postherpetic myelitis","B02.24
Postherpetic myelitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1694,"Other postherpetic nervous system involvement","Other postherpetic nervous system involvement","Other postherpetic nervous system involvement
B02.29",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1695,"Zoster ocular disease, unspecified","Zoster ocular disease, unspecified","B02.30
Zoster ocular disease, unspecified",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1696,"Zoster conjunctivitis","Zoster conjunctivitis","Zoster conjunctivitis
B02.31",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1697,"Zoster iridocyclitis","Zoster iridocyclitis","Zoster iridocyclitis
B02.32",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1698,"Zoster keratitis","Zoster keratitis","Zoster keratitis
B02.33",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1699,"Zoster scleritis","Zoster scleritis","B02.34
Zoster scleritis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1700,"Other herpes zoster eye disease","Other herpes zoster eye disease","B02.39
Other herpes zoster eye disease",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1701,"Disseminated zoster","Disseminated zoster","B02.7
Disseminated zoster",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1702,"Zoster with other complications","Zoster with other complications","B02.8
Zoster with other complications",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1703,"Zoster without complications","Zoster without complications","Zoster without complications
B02.9",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1704,"Smallpox","Smallpox","B03
Smallpox",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1705,"Monkeypox","Monkeypox","Monkeypox
B04",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1706,"Measles complicated by encephalitis","Measles complicated by encephalitis","B05.0
Measles complicated by encephalitis",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1707,"Measles complicated by meningitis","Measles complicated by meningitis","Measles complicated by meningitis
B05.1",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
1708,"Measles complicated by pneumonia","Measles complicated by pneumonia","B05.2
Measles complicated by pneumonia",,,"Symptom/Finding","N/A",,"Aldren Bautista Gonzales"
